"id";"Pais";"Localidad";"Denominación Genérica";"Denominación Específica";"Código";"Naturaleza";"Tipo"
4586;"ESPAÑA";"Ripollet";"Colegio Público";"Enric Tatché i Pol";"08033948";"Centro público";0
4587;"ESPAÑA";"Sant Boi de Llobregat";"Instituto de Educación Secundaria (IES)";"Rafael Casanova";"08033961";"Centro público";0
4588;"ESPAÑA";"Sant Joan Despi";"Instituto de Educación Secundaria (IES)";"Jaume Salvador i Pedrol";"08033973";"Centro público";0
4589;"ESPAÑA";"Sant Just Desvern";"Instituto de Educación Secundaria (IES)";"de Sant Just Desvern";"08033985";"Centro público";0
4590;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Primavera";"08033997";"Centro público";0
4591;"ESPAÑA";"Santa Coloma de Gramenet";"Instituto de Educación Secundaria (IES)";"Terra Roja";"08034001";"Centro público";0
4592;"ESPAÑA";"Sant Vicenç Dels Horts";"Instituto de Educación Secundaria (IES)";"Frederic Mompou";"08034011";"Centro público";0
4593;"ESPAÑA";"Badia del Valles";"Instituto de Educación Secundaria (IES)";"Federica Montseny";"08034035";"Centro público";0
4594;"ESPAÑA";"Terrassa";"Instituto de Educación Secundaria (IES)";"Nicolau Copèrnic";"08034059";"Centro público";0
4595;"ESPAÑA";"Rubi";"Colegio Público";"Mossèn Cinto Verdaguer";"08034060";"Centro público";0
4596;"ESPAÑA";"Castelldefels";"Colegio Público";"Can Roca";"08034084";"Centro público";0
4597;"ESPAÑA";"Castelldefels";"Colegio Público";"Antoni Gaudí";"08034096";"Centro público";0
4598;"ESPAÑA";"Molins de Rei";"Colegio Público";"Josep Maria Madorell";"08034102";"Centro público";0
4599;"ESPAÑA";"Vilafranca del Penedes";"Colegio Público";"Pau Boada";"08034126";"Centro público";0
4600;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Poblenou";"08034138";"Centro público";0
4601;"ESPAÑA";"Mataro";"Centro Privado con varias Enseñanzas de Régimen General";"Freta";"08034141";"Centro privado";1
4602;"ESPAÑA";"Sant Just Desvern";"Centro Privado de Educación  Especial";"Centre Pilot Sant Just Desvern";"08034163";"Centro privado";2
4603;"ESPAÑA";"Arenys de Munt";"Instituto de Educación Secundaria (IES)";"Domènec Perramon";"08034187";"Centro público";0
4604;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"La Guineueta";"08034205";"Centro público";0
4605;"ESPAÑA";"Molins de Rei";"Instituto de Educación Secundaria (IES)";"Bernat el Ferrer";"08034217";"Centro público";0
4606;"ESPAÑA";"Castellar del Valles";"Colegio Público";"Bonavista";"08034229";"Centro público";0
4607;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Pablo Neruda";"08034242";"Centro público";0
4608;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Joan Maragall";"08034266";"Centro público";0
4609;"ESPAÑA";"Martorell";"Colegio Público";"Vicente Aleixandre";"08034278";"Centro público";0
4610;"ESPAÑA";"Badalona";"Colegio Público de Educación Especial";"Escola Llevant";"08034291";"Centro público";0
4611;"ESPAÑA";"Mataro";"Centro Privado de Educación  Especial";"L'Arboç";"08034308";"Centro privado";2
4612;"ESPAÑA";"Mataro";"Colegio Público";"Torre Llauder";"08034321";"Centro público";0
4613;"ESPAÑA";"Mataro";"Colegio Público";"La LLàntia";"08034333";"Centro público";0
4614;"ESPAÑA";"Mataro";"Colegio Público";"Vista Alegre";"08034357";"Centro público";0
4615;"ESPAÑA";"Rubi";"Colegio Público";"Ramon Llull";"08034382";"Centro público";0
4616;"ESPAÑA";"Rubi";"Colegio Público";"Teresa Altet";"08034394";"Centro público";0
4617;"ESPAÑA";"Sant Boi de Llobregat";"Colegio Público";"Antoni Gaudí";"08034400";"Centro público";0
4618;"ESPAÑA";"Sant Boi de Llobregat";"Colegio Público";"Can Massallera";"08034412";"Centro público";0
4619;"ESPAÑA";"Les Roquetes";"Colegio Público";"Santa Eulàlia";"08034448";"Centro público";0
4620;"ESPAÑA";"Santa Perpetua de Mogoda";"Colegio Público";"Bernat de Mogoda";"08034461";"Centro público";0
4621;"ESPAÑA";"Terrassa";"Colegio Público";"Joan Marquès i Casals";"08034485";"Centro público";0
4622;"ESPAÑA";"Vilanova i la Geltru";"Colegio Público";"L'Aragai";"08034497";"Centro público";0
4623;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Ramon Muntaner";"08034527";"Centro público";0
4624;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Les Corts";"08034564";"Centro público";0
4625;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Joan Salvat i Papasseit";"08034576";"Centro público";0
4626;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Collserola";"08034588";"Centro público";0
4627;"ESPAÑA";"Sabadell";"Instituto de Educación Secundaria (IES)";"Joan Oliver";"08034591";"Centro público";0
4628;"ESPAÑA";"Sant Celoni";"Instituto de Educación Secundaria (IES)";"Baix Montseny";"08034606";"Centro público";0
4629;"ESPAÑA";"Viladecans";"Instituto de Educación Secundaria (IES)";"de Sales";"08034621";"Centro público";0
4630;"ESPAÑA";"Santa Coloma de Gramenet";"Instituto de Educación Secundaria (IES)";"Les Vinyes";"08034643";"Centro público";0
4631;"ESPAÑA";"Sitges";"Colegio Público";"Esteve Barrachina";"08034667";"Centro público";0
4632;"ESPAÑA";"Mira-Sol";"Colegio Público";"Catalunya";"08034692";"Centro público";0
4633;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Narcís Monturiol";"08034709";"Centro público";0
4634;"ESPAÑA";"Mataro";"Colegio Público";"Camí del Mig";"08034734";"Centro público";0
4635;"ESPAÑA";"Mataro";"Colegio Público";"Rocafonda";"08034746";"Centro público";0
4636;"ESPAÑA";"Mas Rampinyo";"Colegio Público";"Elvira Cuyàs";"08034783";"Centro público";0
4637;"ESPAÑA";"Perafita";"Colegio Público";"Heurom - ZER Alt Lluçanès";"08034795";"Centro público";0
4638;"ESPAÑA";"Terrassa";"Centro Privado de Educación  Especial";"L'Heura";"08034801";"Centro privado";2
4639;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Bernat Desclot";"08034837";"Centro público";0
4640;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Pau Casals";"08034850";"Centro público";0
4641;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Ausiàs March";"08034862";"Centro público";0
4642;"ESPAÑA";"Castellar del Valles";"Colegio Público";"Sant Esteve";"08034898";"Centro público";0
4643;"ESPAÑA";"Castellar del Valles";"Colegio Público";"Emili Carles i Tolrà";"08034904";"Centro público";0
4644;"ESPAÑA";"Badalona";"Centro Privado de Educación Secundaria";"Joan Maragall";"08034916";"Centro privado";2
4645;"ESPAÑA";"Badalona";"Colegio Público";"Llibertat";"08034953";"Centro público";0
4646;"ESPAÑA";"Badalona";"Colegio Público";"Margarida Xirgu";"08034965";"Centro público";0
4647;"ESPAÑA";"El Prat de Llobregat";"Colegio Público";"Pompeu Fabra";"08034977";"Centro público";0
4648;"ESPAÑA";"Sant Adria de Besos";"Colegio Público";"Catalunya";"08034989";"Centro público";0
4649;"ESPAÑA";"Sant Boi de Llobregat";"Colegio Público";"Parellada";"08034990";"Centro público";0
4650;"ESPAÑA";"Vic";"Escuela de Arte";"de Vic";"08035003";"Centro público";0
4651;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"López Vicu|a";"08035015";"Centro privado";1
4652;"ESPAÑA";"Barcelona";"Centro Privado de Educación  Especial";"Fundació EIR-el Niu";"08035027";"Centro privado";2
4653;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Bonanova";"08035039";"Centro público";0
4654;"ESPAÑA";"Barcelona";"Centro Privado de Educación  Especial";"Fàsia-Eixample";"08035064";"Centro privado";2
4655;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"Montseny-Poblenou";"08035076";"Centro privado";1
4656;"ESPAÑA";"Barcelona";"Centro Privado de Educación  Especial";"Gavina";"08035091";"Centro privado";2
4657;"ESPAÑA";"Esplugues de Llobregat";"Centro Privado con varias Enseñanzas de Régimen General";"Isabel de Villena";"08035118";"Centro privado";1
4658;"ESPAÑA";"Cornella de Llobregat";"Instituto de Educación Secundaria (IES)";"Miquel Martí i Pol";"08035143";"Centro público";0
4659;"ESPAÑA";"Arenys de Mar";"Instituto de Educación Secundaria (IES)";"Els Tres Turons";"08035155";"Centro público";0
4660;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Barcelona-Congrés";"08035167";"Centro público";0
4661;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Pablo R. Picasso";"08035209";"Centro público";0
4662;"ESPAÑA";"La Garriga";"Instituto de Educación Secundaria (IES)";"Manuel Blancafort";"08035222";"Centro público";0
4663;"ESPAÑA";"La Garriga";"Instituto de Educación Secundaria (IES)";"Vil·la Romana";"08035234";"Centro público";0
4664;"ESPAÑA";"Gelida";"Instituto de Educación Secundaria (IES)";"Gelida";"08035246";"Centro público";0
4665;"ESPAÑA";"L'Hospitalet de Llobregat";"Instituto de Educación Secundaria (IES)";"Apel·les Mestres";"08035258";"Centro público";0
4666;"ESPAÑA";"Montcada Centre";"Colegio Público";"Reixac";"08035283";"Centro público";0
4667;"ESPAÑA";"Ripollet";"Instituto de Educación Secundaria (IES)";"Palau Ausit";"08035295";"Centro público";0
4668;"ESPAÑA";"Rubi";"Instituto de Educación Secundaria (IES)";"Duc de Montblanc";"08035301";"Centro público";0
4669;"ESPAÑA";"Sant Joan de Vilatorrada";"Instituto de Educación Secundaria (IES)";"Quercus";"08035313";"Centro público";0
4670;"ESPAÑA";"Santa Coloma de Gramenet";"Instituto de Educación Secundaria (IES)";"Torrent de les Bruixes";"08035325";"Centro público";0
4671;"ESPAÑA";"Barbera del Valles";"Instituto de Educación Secundaria (IES)";"La Romànica";"08035349";"Centro público";0
4672;"ESPAÑA";"Sant Vicenç Dels Horts";"Colegio Público";"Sant Josep";"08035350";"Centro público";0
4673;"ESPAÑA";"Vilafranca del Penedes";"Instituto de Educación Secundaria (IES)";"Alt Penedès";"08035362";"Centro público";0
4674;"ESPAÑA";"Mataro";"Centro Privado con varias Enseñanzas de Régimen General";"Sol-Ixent";"08035374";"Centro privado";1
4675;"ESPAÑA";"Badalona";"Colegio Público";"Miguel Hernández";"08035398";"Centro público";0
4676;"ESPAÑA";"Badalona";"Colegio Público";"Joan Miró";"08035404";"Centro público";0
4677;"ESPAÑA";"Badalona";"Colegio Público";"Josep Boada";"08035416";"Centro público";0
4678;"ESPAÑA";"Barcelona";"Colegio Público";"La Farigola del Clot";"08035428";"Centro público";0
4679;"ESPAÑA";"Barcelona";"Colegio Público";"Bogatell";"08035431";"Centro público";0
4680;"ESPAÑA";"Barcelona";"Colegio Público";"Catalònia";"08035441";"Centro público";0
4681;"ESPAÑA";"Barcelona";"Colegio Público";"Tomàs Moro";"08035453";"Centro público";0
4682;"ESPAÑA";"Barcelona";"Colegio Público";"Mare Nostrum";"08035465";"Centro público";0
4683;"ESPAÑA";"Barcelona";"Colegio Público";"Santiago Rusiñol";"08035477";"Centro público";0
4684;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Antoni Gaudí";"08035519";"Centro público";0
4685;"ESPAÑA";"Barcelona";"Centro Privado de Educación  Especial";"L'Alba";"08035532";"Centro privado";2
4686;"ESPAÑA";"Barcelona";"Colegio Público de Educación Especial";"Josep Pla";"08035544";"Centro público";0
4687;"ESPAÑA";"Barcelona";"Centro Docente Privado Extranjero en España";"Kensington School";"08035568";"Centro privado";2
4688;"ESPAÑA";"Esplugues de Llobregat";"Centro Docente Privado Extranjero en España";"Colegio Alemán de Barcelona";"08035593";"Centro privado";2
4689;"ESPAÑA";"Granollers";"Colegio Público";"Fàtima";"08035601";"Centro público";0
4690;"ESPAÑA";"Cerdanyola del Valles";"Colegio Público de Educación Especial";"Jeroni de Moragas";"08035623";"Centro público";0
4691;"ESPAÑA";"Barcelona";"Centro Privado de Formación Profesional Específica";"Ramon y Cajal";"08035672";"Centro privado";2
4692;"ESPAÑA";"Nucli Antic";"Colegio Público";"Marià Manent";"08035684";"Centro público";0
4693;"ESPAÑA";"Sabadell";"Colegio Público";"Sant Julià";"08035696";"Centro público";0
4694;"ESPAÑA";"Barcelona";"Centro Privado de Formación Profesional Específica";"Roger de Llúria";"08035726";"Centro privado";2
4695;"ESPAÑA";"Calella";"Centro Privado con varias Enseñanzas de Régimen General";"Freta";"08035787";"Centro privado";1
4696;"ESPAÑA";"Sabadell";"Centro Privado con varias Enseñanzas de Régimen General";"Jaume Viladoms";"08035805";"Centro privado";1
4697;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"Laia";"08035842";"Centro privado";1
4698;"ESPAÑA";"Badalona";"Colegio Público";"Llorens i Artigas";"08035854";"Centro público";0
4699;"ESPAÑA";"Badalona";"Colegio Público";"Pere de Tera";"08035878";"Centro público";0
4700;"ESPAÑA";"Cornella de Llobregat";"Colegio Público";"L'Areny";"08035881";"Centro público";0
4701;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"La Carpa";"08035945";"Centro público";0
4702;"ESPAÑA";"Sabadell";"Colegio Público";"Can Deu";"08035957";"Centro público";0
4703;"ESPAÑA";"Sabadell";"Colegio Público";"Joaquim Blume";"08035969";"Centro público";0
4704;"ESPAÑA";"Sant Feliu de Llobregat";"Colegio Público";"Salvador Espriu";"08035994";"Centro público";0
4705;"ESPAÑA";"Sant Feliu de Llobregat";"Colegio Público";"Pau Vila";"08036007";"Centro público";0
4706;"ESPAÑA";"Esparreguera";"Colegio Público";"Pau Vila";"08036044";"Centro público";0
4707;"ESPAÑA";"Esplugues de Llobregat";"Colegio Público";"Folch i Torres";"08036056";"Centro público";0
4708;"ESPAÑA";"Granollers";"Colegio Público";"Pau Vila";"08036068";"Centro público";0
4709;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Sagrada Família";"08036101";"Centro público";0
4710;"ESPAÑA";"Vilafranca del Penedes";"Colegio Público";"Mas i Perera";"08036111";"Centro público";0
4711;"ESPAÑA";"Badalona";"Colegio Público";"Joan Coret";"08036135";"Centro público";0
4712;"ESPAÑA";"Badalona";"Colegio Público";"Pau Picasso";"08036147";"Centro público";0
4713;"ESPAÑA";"Barcelona";"Centro Privado de Educación Infantil";"La Mainada";"08036160";"Centro privado";2
4714;"ESPAÑA";"Barcelona";"Centro Privado de Educación  Especial";"Carrilet";"08036196";"Centro privado";2
4715;"ESPAÑA";"Barcelona";"Centro Privado de Educación Secundaria";"Els Arcs";"08036251";"Centro privado";2
4716;"ESPAÑA";"Palleja";"Centro Privado con varias Enseñanzas de Régimen General";"L'Oreig";"08036275";"Centro privado";1
4717;"ESPAÑA";"Barcelona";"Centro Privado de Educación de Personas Adultas (Presencial)";"Acis";"08036299";"Centro privado";2
4718;"ESPAÑA";"Santpedor";"Centro Privado de Educación  Especial";"Jeroni de Moragas";"08036305";"Centro privado";2
4719;"ESPAÑA";"Cerdanyola del Valles";"Centro Privado de Educación  Especial";"Bellaire";"08036317";"Centro privado";2
4720;"ESPAÑA";"Vilanova i la Geltru";"Centro Privado de Educación Infantil";"El Racó del Petit";"08036329";"Centro privado";2
4721;"ESPAÑA";"Rubi";"Instituto de Educación Secundaria (IES)";"J.V. Foix";"08036330";"Centro público";0
4722;"ESPAÑA";"Badalona";"Colegio Público";"Joan Llongueras";"08036342";"Centro público";0
4723;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Lola Anglada";"08036366";"Centro público";0
4724;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Charlie Rivel";"08036378";"Centro público";0
4725;"ESPAÑA";"Sant Vicenç Dels Horts";"Colegio Público";"Mare de Déu del Rocío";"08036381";"Centro público";0
4726;"ESPAÑA";"Cardedeu";"Instituto de Educación Secundaria (IES)";"Arquitecte Manuel Raspall";"08036391";"Centro público";0
4727;"ESPAÑA";"Cerdanyola del Valles";"Colegio Público";"Saltells";"08036411";"Centro público";0
4728;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"Urgell";"08036469";"Centro privado";1
4729;"ESPAÑA";"Barcelona";"Centro Privado de Educación Infantil";"Copérnico";"08036691";"Centro privado";2
4730;"ESPAÑA";"Barcelona";"Centro Privado de Formación Profesional Específica";"Solc Nou";"08036755";"Centro privado";2
4731;"ESPAÑA";"Barcelona";"Centro Privado de Formación Profesional Específica";"Centre d'Estudis Catalunya";"08036871";"Centro privado";2
4732;"ESPAÑA";"L'Hospitalet de Llobregat";"Centro Privado con varias Enseñanzas de Régimen General";"Santa Marta";"08036950";"Centro privado";1
4733;"ESPAÑA";"Igualada";"Centro Privado con varias Enseñanzas de Régimen General";"Ateneu Igualadí";"08036962";"Centro privado";1
4734;"ESPAÑA";"Barri del Remei-Castell";"Centro Privado con varias Enseñanzas de Régimen General";"Betlem";"08036986";"Centro privado";1
4735;"ESPAÑA";"La Sagrera";"Instituto de Educación Secundaria (IES)";"La Vall de Tenes";"08036998";"Centro público";0
4736;"ESPAÑA";"Sant Vicenç Dels Horts";"Centro Privado de Educación  Especial";"Iris";"08037000";"Centro privado";2
4737;"ESPAÑA";"Barcelona";"Centro Privado de Educación Infantil";"Guinyol";"08037036";"Centro privado";2
4738;"ESPAÑA";"Castelldefels";"Centro Privado con varias Enseñanzas de Régimen General";"Petit Món-Felisa Bastida";"08037048";"Centro privado";1
4739;"ESPAÑA";"Berga";"Centro Privado de Educación  Especial";"Llar Santa Maria de Queralt";"08037085";"Centro privado";2
4740;"ESPAÑA";"Terrassa";"Centro Privado de Educación  Especial";"Crespinell";"08037097";"Centro privado";2
4741;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"Centre Educatiu Projecte";"08037139";"Centro privado";1
4742;"ESPAÑA";"Martorell";"Instituto de Educación Secundaria (IES)";"Joan Oró";"08037152";"Centro público";0
4743;"ESPAÑA";"Santa Coloma de Gramenet";"Instituto de Educación Secundaria (IES)";"La Bastida";"08037176";"Centro público";0
4744;"ESPAÑA";"Ripollet";"Instituto de Educación Secundaria (IES)";"Lluís Companys";"08037206";"Centro público";0
4745;"ESPAÑA";"Santa Maria de Martorelles";"Colegio Público de Educación Especial";"Escola Viver Castell de Sant Foix";"08037280";"Centro público";0
4746;"ESPAÑA";"Cerdanyola del Valles";"Colegio Público de Educación Especial";"Centre de Formació i Treball Flor de Maig";"08037292";"Centro público";0
