"id";"Pais";"Localidad";"Denominación Genérica";"Denominación Específica";"Código";"Naturaleza";"Tipo"
4352;"ESPAÑA";"Santa Coloma de Gramenet";"Centro Privado con varias Enseñanzas de Régimen General";"Fuster";"08027730";"Centro privado";1
4353;"ESPAÑA";"Santa Coloma de Gramenet";"Centro Privado con varias Enseñanzas de Régimen General";"Virgen del Carmen";"08027754";"Centro privado";1
4354;"ESPAÑA";"Santa Coloma de Gramenet";"Centro Privado con varias Enseñanzas de Régimen General";"Manent Rambla";"08027766";"Centro privado";1
4355;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Les Palmeres";"08027870";"Centro público";0
4356;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Lluís Millet";"08027936";"Centro público";0
4357;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Beethoven";"08027973";"Centro público";0
4358;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Jaume Salvatella";"08027985";"Centro público";0
4359;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Ausiàs March";"08028035";"Centro público";0
4360;"ESPAÑA";"Santa Coloma de Gramenet";"Instituto de Educación Secundaria (IES)";"Puig Castellar";"08028047";"Centro público";0
4361;"ESPAÑA";"Santa Eugenia de Berga";"Colegio Público";"Jacint Verdaguer";"08028059";"Centro público";0
4362;"ESPAÑA";"Santa Eulalia de Riuprimer";"Colegio Público";"El Roure Gros";"08028072";"Centro público";0
4363;"ESPAÑA";"El Rieral";"Colegio Público";"Ronçana";"08028102";"Centro público";0
4364;"ESPAÑA";"Santa Fe del Penedes";"Colegio Público";"Les Moreres - ZER Cep de Sis";"08028151";"Centro público";0
4365;"ESPAÑA";"Santa Margarida de Montbui";"Colegio Público";"Montbou - ZER El Ventall";"08028163";"Centro público";0
4366;"ESPAÑA";"Els Monjos";"Colegio Público";"Doctor Samaranch i Fina";"08028217";"Centro público";0
4367;"ESPAÑA";"Barbera del Valles";"Colegio Público";"Elisa Badia";"08028229";"Centro público";0
4368;"ESPAÑA";"Barbera del Valles";"Colegio Público";"Can Llobet";"08028254";"Centro público";0
4369;"ESPAÑA";"Santa Maria de Corco";"Colegio Público";"El Cabrerès";"08028333";"Centro público";0
4370;"ESPAÑA";"Santa Maria de Martorelles";"Colegio Público";"Les Mimoses";"08028345";"Centro público";0
4371;"ESPAÑA";"Santa Maria d'Olo";"Colegio Público";"Sesmon d'Oló - ZER Gavarresa";"08028382";"Centro público";0
4372;"ESPAÑA";"Santa Maria de Palautordera";"Colegio Público";"Fontmartina";"08028424";"Centro público";0
4373;"ESPAÑA";"Santa Perpetua de Mogoda";"Colegio Público";"La Florida";"08028436";"Centro público";0
4374;"ESPAÑA";"Santa Perpetua de Mogoda";"Centro Privado con varias Enseñanzas de Régimen General";"Tabor";"08028473";"Centro privado";1
4375;"ESPAÑA";"Santa Perpetua de Mogoda";"Centro Privado con varias Enseñanzas de Régimen General";"Sagrada Família";"08028485";"Centro privado";1
4376;"ESPAÑA";"Santa Perpetua de Mogoda";"Colegio Público";"Santa Perpètua";"08028497";"Centro público";0
4377;"ESPAÑA";"Casc Urba-Santa Susanna";"Colegio Público";"Santa Susanna";"08028515";"Centro público";0
4378;"ESPAÑA";"Sant Vicenç de Castellet";"Centro Privado de Educación Secundaria";"Montserrat";"08028540";"Centro privado";2
4379;"ESPAÑA";"Sant Vicenç de Castellet";"Centro Privado con varias Enseñanzas de Régimen General";"Mare de Déu del Roser";"08028552";"Centro privado";1
4380;"ESPAÑA";"Sant Vicenç de Castellet";"Colegio Público";"Sant Vicenç";"08028576";"Centro público";0
4381;"ESPAÑA";"Sant Vicenç Dels Horts";"Colegio Público";"Sant Jordi";"08028588";"Centro público";0
4382;"ESPAÑA";"Sant Vicenç Dels Horts";"Colegio Público";"La Vinyala";"08028591";"Centro público";0
4383;"ESPAÑA";"Sant Vicenç Dels Horts";"Centro Privado con varias Enseñanzas de Régimen General";"Sant Vicenç";"08028631";"Centro privado";1
4384;"ESPAÑA";"Sant Vicenç Dels Horts";"Centro Privado con varias Enseñanzas de Régimen General";"La Inmaculada";"08028655";"Centro privado";1
4385;"ESPAÑA";"Sant Vicenç Dels Horts";"Colegio Público";"Joan Juncadella";"08028667";"Centro público";0
4386;"ESPAÑA";"Sant Vicenç de Torello";"Colegio Público";"Lloriana";"08028709";"Centro público";0
4387;"ESPAÑA";"Cerdanyola del Valles";"Colegio Público";"Sant Martí";"08028746";"Centro público";0
4388;"ESPAÑA";"Cerdanyola del Valles";"Colegio Público";"Les Fontetes";"08028758";"Centro público";0
4389;"ESPAÑA";"Cerdanyola del Valles";"Colegio Público";"Serraparera";"08028783";"Centro público";0
4390;"ESPAÑA";"Cerdanyola del Valles";"Centro Privado con varias Enseñanzas de Régimen General";"Anunciata";"08028795";"Centro privado";1
4391;"ESPAÑA";"Cerdanyola del Valles";"Colegio Público";"La Sinia";"08028813";"Centro público";0
4392;"ESPAÑA";"Cerdanyola del Valles";"Centro Privado con varias Enseñanzas de Régimen General";"Escaladei";"08028849";"Centro privado";1
4393;"ESPAÑA";"Cerdanyola del Valles";"Centro Privado con varias Enseñanzas de Régimen General";"Ramon Fuster";"08028850";"Centro privado";1
4394;"ESPAÑA";"Cerdanyola del Valles";"Centro Privado con varias Enseñanzas de Régimen General";"Montserrat";"08028886";"Centro privado";1
4395;"ESPAÑA";"Cerdanyola del Valles";"Colegio Público";"Carles Buïgas";"08028904";"Centro público";0
4396;"ESPAÑA";"Badia del Valles";"Colegio Público";"Las Seguidillas";"08028916";"Centro público";0
4397;"ESPAÑA";"Badia del Valles";"Colegio Público";"La Jota";"08028928";"Centro público";0
4398;"ESPAÑA";"Badia del Valles";"Colegio Público";"La Muñeira";"08028931";"Centro público";0
4399;"ESPAÑA";"Badia del Valles";"Colegio Público";"La Sardana";"08028941";"Centro público";0
4400;"ESPAÑA";"Sentmenat";"Colegio Público";"Can Sorts";"08028990";"Centro público";0
4401;"ESPAÑA";"Sentmenat";"Centro Privado con varias Enseñanzas de Régimen General";"Nuestra Señora del Pilar";"08029003";"Centro privado";1
4402;"ESPAÑA";"Sant Jordi";"Colegio Público";"Sant Salvador";"08029015";"Centro público";0
4403;"ESPAÑA";"Seva";"Colegio Público";"Farigola";"08029027";"Centro público";0
4404;"ESPAÑA";"Sitges";"Centro Privado con varias Enseñanzas de Régimen General";"Escola Pia de Sitges";"08029076";"Centro privado";1
4405;"ESPAÑA";"Sitges";"Colegio Público";"Miquel Utrillo";"08029088";"Centro público";0
4406;"ESPAÑA";"Lavern";"Colegio Público";"Subirats - ZER Subirats";"08029143";"Centro público";0
4407;"ESPAÑA";"Ordal";"Colegio Público";"El Montcau - ZER Subirats";"08029155";"Centro público";0
4408;"ESPAÑA";"Sant Pau d'Ordal";"Colegio Público";"Sant Jordi - ZER Subirats";"08029192";"Centro público";0
4409;"ESPAÑA";"Suria";"Colegio Público";"Mare de Déu de Montserrat";"08029209";"Centro público";0
4410;"ESPAÑA";"Suria";"Colegio Público";"Francesc Macià";"08029222";"Centro público";0
4411;"ESPAÑA";"Suria";"Centro Privado con varias Enseñanzas de Régimen General";"Sagrat Cor de Jesús";"08029258";"Centro privado";1
4412;"ESPAÑA";"El Gurri";"Colegio Público";"El Gurri - ZER Guilleries";"08029283";"Centro público";0
4413;"ESPAÑA";"Taradell";"Colegio Público";"Les Pinediques";"08029301";"Centro público";0
4414;"ESPAÑA";"Taradell";"Centro Privado con varias Enseñanzas de Régimen General";"Sant Genís-Santa Agnès";"08029313";"Centro privado";1
4415;"ESPAÑA";"Terrassa";"Colegio Público";"França";"08029350";"Centro público";0
4416;"ESPAÑA";"Terrassa";"Colegio Público";"Germans Amat";"08029362";"Centro público";0
4417;"ESPAÑA";"Terrassa";"Colegio Público";"Bisbat d'Egara";"08029374";"Centro público";0
4418;"ESPAÑA";"Terrassa";"Colegio Público";"Ramón y Cajal";"08029386";"Centro público";0
4419;"ESPAÑA";"Terrassa";"Colegio Público";"Isaac Peral";"08029507";"Centro público";0
4420;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Delta";"08029556";"Centro privado";1
4421;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"San José de Calasanz";"08029581";"Centro privado";1
4422;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Airina";"08029601";"Centro privado";1
4423;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Joaquina de Vedruna";"08029611";"Centro privado";1
4424;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Escola Pia de Terrassa";"08029647";"Centro privado";1
4425;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"El Cim";"08029660";"Centro privado";1
4426;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Mare de Déu del Carme";"08029672";"Centro privado";1
4427;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Tecnos";"08029684";"Centro privado";1
4428;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Goya";"08029738";"Centro privado";1
4429;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Martí";"08029751";"Centro privado";1
4430;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Sant Domènec Savio";"08029763";"Centro privado";1
4431;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Maria Auxiliadora";"08029775";"Centro privado";1
4432;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Santa Teresa de Jesús";"08029805";"Centro privado";1
4433;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Sagrado Corazón de Jesús";"08029881";"Centro privado";1
4434;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Andersen";"08029908";"Centro privado";1
4435;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Lumen";"08029921";"Centro privado";1
4436;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Gresol";"08029957";"Centro privado";1
4437;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"L'Avet";"08030005";"Centro privado";1
4438;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Cultura Pràctica";"08030017";"Centro privado";1
4439;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Petit Estel - La Nova";"08030054";"Centro privado";1
4440;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Egara";"08030078";"Centro privado";1
4441;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Ramon Pont";"08030091";"Centro privado";1
4442;"ESPAÑA";"Terrassa";"Centro Privado con varias Enseñanzas de Régimen General";"Vedruna";"08030111";"Centro privado";1
4443;"ESPAÑA";"Terrassa";"Colegio Público de Educación Especial";"El Pi";"08030169";"Centro público";0
4444;"ESPAÑA";"Terrassa";"Colegio Público";"Pere Viver i Aymerich";"08030194";"Centro público";0
4445;"ESPAÑA";"Terrassa";"Colegio Público";"Marià Galí Guix";"08030200";"Centro público";0
4446;"ESPAÑA";"Terrassa";"Colegio Público";"Josep Ventalló i Vintró";"08030212";"Centro público";0
4447;"ESPAÑA";"Terrassa";"Colegio Público";"Antoni Ubach i Soler";"08030224";"Centro público";0
4448;"ESPAÑA";"Terrassa";"Colegio Público";"Pau Vila i Dinarès";"08030248";"Centro público";0
4449;"ESPAÑA";"Terrassa";"Colegio Público de Educación Especial";"Fàtima";"08030261";"Centro público";0
4450;"ESPAÑA";"Terrassa";"Colegio Público";"President Salvans";"08030285";"Centro público";0
4451;"ESPAÑA";"Terrassa";"Colegio Público";"Salvador Vinyals i Galí";"08030297";"Centro público";0
4452;"ESPAÑA";"Terrassa";"Colegio Público";"Joan XXIII";"08030315";"Centro público";0
4453;"ESPAÑA";"Terrassa";"Instituto de Educación Secundaria (IES)";"de Terrassa";"08030339";"Centro público";0
4454;"ESPAÑA";"Terrassa";"Instituto de Educación Secundaria (IES)";"Investigador Blanxart";"08030340";"Centro público";0
4455;"ESPAÑA";"Teia Centre";"Colegio Público";"El Cim";"08030364";"Centro público";0
4456;"ESPAÑA";"Tiana";"Colegio Público";"Lola Anglada";"08030388";"Centro público";0
4457;"ESPAÑA";"Tona";"Colegio Público";"L'Era de Dalt";"08030421";"Centro público";0
4458;"ESPAÑA";"Tona";"Centro Privado con varias Enseñanzas de Régimen General";"Vedruna-Tona";"08030431";"Centro privado";1
4459;"ESPAÑA";"Tona";"Centro Privado con varias Enseñanzas de Régimen General";"Pive";"08030455";"Centro privado";1
4460;"ESPAÑA";"Tordera";"Colegio Público";"Ignasi Iglesias";"08030467";"Centro público";0
4461;"ESPAÑA";"Tordera";"Centro Privado con varias Enseñanzas de Régimen General";"Brianxa";"08030479";"Centro privado";1
4462;"ESPAÑA";"Tordera";"Centro Privado con varias Enseñanzas de Régimen General";"Sant Josep";"08030509";"Centro privado";1
4463;"ESPAÑA";"Torello";"Colegio Público";"Doctor Fortià i Solà";"08030510";"Centro público";0
4464;"ESPAÑA";"Torello";"Colegio Público";"Vall del Ges";"08030522";"Centro público";0
4465;"ESPAÑA";"Torello";"Centro Privado con varias Enseñanzas de Régimen General";"Rocaprevera";"08030534";"Centro privado";1
4466;"ESPAÑA";"Torello";"Centro Privado con varias Enseñanzas de Régimen General";"Sagrats Cors";"08030546";"Centro privado";1
4467;"ESPAÑA";"La Torre Alta";"Colegio Público";"La Torre";"08030583";"Centro público";0
4468;"ESPAÑA";"Vilanova d'Espoia";"Colegio Público";"Torrescasana";"08030595";"Centro público";0
4469;"ESPAÑA";"Lavit";"Colegio Público";"Ràfols - ZER La Ginesta";"08030613";"Centro público";0
4470;"ESPAÑA";"Torrelles de Foix";"Colegio Público";"Guerau de Peguera";"08030637";"Centro público";0
4471;"ESPAÑA";"Torrelles de Llobregat";"Colegio Público";"Sant Martí";"08030649";"Centro público";0
4472;"ESPAÑA";"Ullastrell";"Colegio Público";"Serralavella";"08030662";"Centro público";0
4473;"ESPAÑA";"Vacarisses";"Colegio Público";"Pau Casals";"08030686";"Centro público";0
4474;"ESPAÑA";"Vallbona d'Anoia";"Colegio Público";"Josep Masclans";"08030698";"Centro público";0
4475;"ESPAÑA";"Vallcebre";"Colegio Público";"Serrat Voltor - ZER Alt Berguedà";"08030728";"Centro público";0
4476;"ESPAÑA";"Centre";"Centro Privado con varias Enseñanzas de Régimen General";"Verge del Roser";"08030777";"Centro privado";1
4477;"ESPAÑA";"Centre";"Colegio Público";"Pompeu Fabra";"08030789";"Centro público";0
4478;"ESPAÑA";"Vallromanes";"Colegio Público";"Els Tres Pins";"08030807";"Centro público";0
4479;"ESPAÑA";"Vic";"Colegio Público";"Sentfores";"08030819";"Centro público";0
4480;"ESPAÑA";"Vic";"Centro Privado con varias Enseñanzas de Régimen General";"Santa Caterina de Siena";"08030881";"Centro privado";1
4481;"ESPAÑA";"Vic";"Centro Privado con varias Enseñanzas de Régimen General";"Sagrat Cor de Jesús";"08030911";"Centro privado";1
4482;"ESPAÑA";"Vic";"Centro Privado con varias Enseñanzas de Régimen General";"Escorial";"08030947";"Centro privado";1
4483;"ESPAÑA";"Vic";"Centro Privado con varias Enseñanzas de Régimen General";"Sant Miquel dels Sants";"08030959";"Centro privado";1
4484;"ESPAÑA";"Vic";"Centro Privado con varias Enseñanzas de Régimen General";"Pare Coll";"08030960";"Centro privado";1
4485;"ESPAÑA";"Vic";"Colegio Público";"Doctor Joaquim Salarich";"08031009";"Centro público";0
4486;"ESPAÑA";"Vic";"Instituto de Educación Secundaria (IES)";"de Vic";"08031022";"Centro público";0
4487;"ESPAÑA";"Vic";"Instituto de Educación Secundaria (IES)";"Jaume Callís";"08031034";"Centro público";0
4488;"ESPAÑA";"Vilada";"Colegio Público";"Serra de Picamill - ZER Berguedà Centre";"08031046";"Centro público";0
4489;"ESPAÑA";"Viladecavalls";"Colegio Público";"Rosella";"08031061";"Centro público";0
4490;"ESPAÑA";"Viladecans";"Colegio Público";"Àngela Roca";"08031083";"Centro público";0
4491;"ESPAÑA";"Viladecans";"Colegio Público";"Montserratina";"08031101";"Centro público";0
4492;"ESPAÑA";"Viladecans";"Centro Privado con varias Enseñanzas de Régimen General";"Santo Tomás";"08031125";"Centro privado";1
4493;"ESPAÑA";"Viladecans";"Centro Privado con varias Enseñanzas de Régimen General";"Sagrada Família";"08031150";"Centro privado";1
4494;"ESPAÑA";"Viladecans";"Colegio Público";"Doctor Fleming";"08031198";"Centro público";0
4495;"ESPAÑA";"Viladecans";"Colegio Público";"El Garrofer";"08031204";"Centro público";0
4496;"ESPAÑA";"Viladecans";"Instituto de Educación Secundaria (IES)";"Torre Roja";"08031228";"Centro público";0
4497;"ESPAÑA";"Viladecans";"Centro Privado con varias Enseñanzas de Régimen General";"Sant Gabriel";"08031231";"Centro privado";1
4498;"ESPAÑA";"Vilanova del Cami";"Colegio Público";"Joan Maragall";"08031277";"Centro público";0
4499;"ESPAÑA";"Vilanova de Sau";"Colegio Público";"de Vilanova de Sau";"08031290";"Centro público";0
4500;"ESPAÑA";"Vilobi del Penedes";"Colegio Público";"Llebeig";"08031319";"Centro público";0
4501;"ESPAÑA";"Vilafranca del Penedes";"Colegio Público";"Estalella i Graells";"08031320";"Centro público";0
4502;"ESPAÑA";"Vilafranca del Penedes";"Colegio Público";"Josep Baltà i Elias";"08031332";"Centro público";0
4503;"ESPAÑA";"Vilafranca del Penedes";"Centro Privado con varias Enseñanzas de Régimen General";"Montagut";"08031356";"Centro privado";1
4504;"ESPAÑA";"Vilafranca del Penedes";"Centro Privado con varias Enseñanzas de Régimen General";"Sant Josep";"08031371";"Centro privado";1
4505;"ESPAÑA";"Vilafranca del Penedes";"Centro Privado con varias Enseñanzas de Régimen General";"El Carme";"08031381";"Centro privado";1
4506;"ESPAÑA";"Vilafranca del Penedes";"Centro Privado con varias Enseñanzas de Régimen General";"Sant Ramon de Penyafort";"08031401";"Centro privado";1
4507;"ESPAÑA";"Vilafranca del Penedes";"Instituto de Educación Secundaria (IES)";"Eugeni d'Ors";"08031459";"Centro público";0
4508;"ESPAÑA";"Vilalba Sasserra";"Colegio Público";"Trentapasses";"08031460";"Centro público";0
4509;"ESPAÑA";"Vilanova i la Geltru";"Colegio Público";"Pompeu Fabra";"08031472";"Centro público";0
4510;"ESPAÑA";"Vilanova i la Geltru";"Colegio Público";"Ginesta";"08031484";"Centro público";0
4511;"ESPAÑA";"Vilanova i la Geltru";"Centro Privado con varias Enseñanzas de Régimen General";"El Cim";"08031496";"Centro privado";1
4512;"ESPAÑA";"Vilanova i la Geltru";"Centro Privado con varias Enseñanzas de Régimen General";"Santa Teresa de Jesús";"08031502";"Centro privado";1
4513;"ESPAÑA";"Vilanova i la Geltru";"Centro Privado con varias Enseñanzas de Régimen General";"Sant Bonaventura";"08031526";"Centro privado";1
4514;"ESPAÑA";"Vilanova i la Geltru";"Centro Privado con varias Enseñanzas de Régimen General";"Escola Pia de Vilanova i la Geltrú";"08031538";"Centro privado";1
4515;"ESPAÑA";"Vilanova i la Geltru";"Centro Privado con varias Enseñanzas de Régimen General";"Divina Providència";"08031599";"Centro privado";1
4516;"ESPAÑA";"Vilanova i la Geltru";"Colegio Público";"Canigó";"08031666";"Centro público";0
4517;"ESPAÑA";"Vilanova i la Geltru";"Instituto de Educación Secundaria (IES)";"Francesc Xavier Lluch i Rafecas";"08031681";"Centro público";0
4518;"ESPAÑA";"Vilanova i la Geltru";"Instituto de Educación Secundaria (IES)";"Manuel de Cabanyes";"08031711";"Centro público";0
4519;"ESPAÑA";"Cerdanyola del Valles";"Instituto de Educación Secundaria (IES)";"Forat del Vent";"08031757";"Centro público";0
4520;"ESPAÑA";"Terrassa";"Instituto de Educación Secundaria (IES)";"Can Jofresa";"08031770";"Centro público";0
4521;"ESPAÑA";"Barcelona";"Colegio Público";"Palma de Mallorca";"08031794";"Centro público";0
4522;"ESPAÑA";"Barcelona";"Colegio Público";"Pau Casals";"08031800";"Centro público";0
4523;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Valldemossa";"08031812";"Centro público";0
4524;"ESPAÑA";"El Prat de Llobregat";"Instituto de Educación Secundaria (IES)";"Illa dels Banyols";"08031836";"Centro público";0
4525;"ESPAÑA";"Sant Cugat del Valles";"Instituto de Educación Secundaria (IES)";"Leonardo da Vinci";"08031861";"Centro público";0
4526;"ESPAÑA";"Sant Cugat del Valles";"Instituto de Educación Secundaria (IES)";"Arnau Cadell";"08031873";"Centro público";0
4527;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"Bemen 3";"08031897";"Centro privado";1
4528;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"Escola Tècnico-Professional Xavier";"08031927";"Centro privado";1
4529;"ESPAÑA";"Gava";"Centro Privado de Formación Profesional Específica";"Acadèmia Núria";"08031976";"Centro privado";2
4530;"ESPAÑA";"L'Hospitalet de Llobregat";"Centro Privado de Formación Profesional Específica";"Miquel Servet";"08031988";"Centro privado";2
4531;"ESPAÑA";"Santa Coloma de Gramenet";"Centro Privado de Educación Secundaria";"Català Comercial";"08032051";"Centro privado";2
4532;"ESPAÑA";"Sant Vicenç Dels Horts";"Centro Privado con varias Enseñanzas de Régimen General";"Salesians Sant Vicenç dels Horts";"08032063";"Centro privado";1
4533;"ESPAÑA";"Terrassa";"Centro Privado de Educación Secundaria";"Cingle";"08032075";"Centro privado";2
4534;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"John Talabot";"08032099";"Centro privado";1
4535;"ESPAÑA";"Barcelona";"Centro Privado de Educación  Especial";"Nen Déu";"08032105";"Centro privado";2
4536;"ESPAÑA";"Quintanas";"Centro Privado de Formación Profesional Específica";"EFA Quintanes";"08032154";"Centro privado";2
4537;"ESPAÑA";"Sant Boi de Llobregat";"Centro Privado con varias Enseñanzas de Régimen General";"Llor";"08032166";"Centro privado";1
4538;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"Centre d'Estudis Politècnics";"08032208";"Centro privado";1
4539;"ESPAÑA";"Barcelona";"Centro Privado de Formación Profesional Específica";"CEYR-Villarroel";"08032211";"Centro privado";2
4540;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"Institució Cultural del C.I.C.";"08032233";"Centro privado";1
4541;"ESPAÑA";"Cornella de Llobregat";"Colegio Público de Educación Especial";"Virolai";"08032270";"Centro público";0
4542;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Fray Luis de León";"08032300";"Centro público";0
4543;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Miguel de Unamuno";"08032312";"Centro público";0
4544;"ESPAÑA";"Rubi";"Colegio Público";"25 de Setembre";"08032348";"Centro público";0
4545;"ESPAÑA";"Rubi";"Colegio Público";"Pau Casals";"08032351";"Centro público";0
4546;"ESPAÑA";"Barcelona";"Centro Privado con varias Enseñanzas de Régimen General";"Stucom";"08032361";"Centro privado";1
4547;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Mitjans Audiovisuals";"08032385";"Centro público";0
4548;"ESPAÑA";"Barcelona";"Centro Privado de Formación Profesional Específica";"Escola d'aprenents SEAT";"08032427";"Centro privado";2
4549;"ESPAÑA";"Esplugues de Llobregat";"Colegio Público";"Prat de la Riba";"08032476";"Centro público";0
4550;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Puig i Gairalt";"08032488";"Centro público";0
4551;"ESPAÑA";"Mollet del Valles";"Colegio Público";"Sant Vicenç";"08032491";"Centro público";0
4552;"ESPAÑA";"Sant Andreu de la Barca";"Colegio Público";"Vall de Palau";"08032521";"Centro público";0
4553;"ESPAÑA";"Sabadell";"Centro Privado de Educación  Especial";"Xaloc";"08032531";"Centro privado";2
4554;"ESPAÑA";"Viladecans";"Centro Privado con varias Enseñanzas de Régimen General";"Goar";"08032555";"Centro privado";1
4555;"ESPAÑA";"Sant Just Desvern";"Colegio Público";"Canigó";"08032580";"Centro público";0
4556;"ESPAÑA";"Sant Vicenç de Montalt";"Colegio Público";"Sant Jordi";"08032592";"Centro público";0
4557;"ESPAÑA";"Sant Celoni";"Centro Privado con varias Enseñanzas de Régimen General";"L'Avet Roig";"08032622";"Centro privado";1
4558;"ESPAÑA";"Barcelona";"Colegio Público";"Ferrer i Guàrdia";"08032634";"Centro público";0
4559;"ESPAÑA";"Gava";"Colegio Público";"L'Eramprunyà";"08032658";"Centro público";0
4560;"ESPAÑA";"El Masnou";"Colegio Público";"Lluís Millet";"08032701";"Centro público";0
4561;"ESPAÑA";"Mollet del Valles";"Colegio Público";"Sant Jordi";"08032713";"Centro público";0
4562;"ESPAÑA";"El Prat de Llobregat";"Colegio Público";"Honorable Josep Tarradellas";"08032725";"Centro público";0
4563;"ESPAÑA";"Sabadell";"Colegio Público";"Can Rull";"08032737";"Centro público";0
4564;"ESPAÑA";"Viladecans";"Colegio Público";"Pau Casals";"08032750";"Centro público";0
4565;"ESPAÑA";"Viladecans";"Colegio Público";"Doctor Trueta";"08032762";"Centro público";0
4566;"ESPAÑA";"Santa Coloma de Gramenet";"Colegio Público";"Banús";"08033341";"Centro público";0
4567;"ESPAÑA";"Sant Quirze del Valles";"Colegio Público";"Purificació Salas i Xandri";"08033407";"Centro público";0
4568;"ESPAÑA";"Barcelona";"Centro Privado de Educación  Especial";"Rel";"08033432";"Centro privado";2
4569;"ESPAÑA";"Sant Feliu de Llobregat";"Centro Privado de Educación  Especial";"Tramuntana";"08033444";"Centro privado";2
4570;"ESPAÑA";"Collbato";"Colegio Público";"La Salut";"08033468";"Centro público";0
4571;"ESPAÑA";"Barcelona";"Colegio Público";"Antoni Brusi";"08033501";"Centro público";0
4572;"ESPAÑA";"Barcelona";"Colegio Público";"La Muntanyeta";"08033523";"Centro público";0
4573;"ESPAÑA";"Esplugues de Llobregat";"Colegio Público";"Joan Maragall";"08033535";"Centro público";0
4574;"ESPAÑA";"L'Hospitalet de Llobregat";"Colegio Público";"Màrius Torres";"08033560";"Centro público";0
4575;"ESPAÑA";"Barbera del Valles";"Colegio Público";"Can Serra";"08033602";"Centro público";0
4576;"ESPAÑA";"Barcelona";"Centro Privado de Formación Profesional Específica";"Centre Català Comercial";"08033638";"Centro privado";2
4577;"ESPAÑA";"Badalona";"Centro Privado de Formación Profesional Específica";"Perruqueria i Estètica Badalona";"08033717";"Centro privado";2
4578;"ESPAÑA";"Gava";"Colegio Público de Educación Especial";"Maria Felip";"08033781";"Centro público";0
4579;"ESPAÑA";"Badalona";"Colegio Público";"Baldomer Solà";"08033857";"Centro público";0
4580;"ESPAÑA";"Badalona";"Instituto de Educación Secundaria (IES)";"Pau Casals";"08033869";"Centro público";0
4581;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Joan Coromines";"08033882";"Centro público";0
4582;"ESPAÑA";"Barcelona";"Instituto de Educación Secundaria (IES)";"Príncep de Girona";"08033894";"Centro público";0
4583;"ESPAÑA";"Cornella de Llobregat";"Instituto de Educación Secundaria (IES)";"Joan Miró";"08033900";"Centro público";0
4584;"ESPAÑA";"L'Hospitalet de Llobregat";"Instituto de Educación Secundaria (IES)";"Mercè Rodoreda";"08033912";"Centro público";0
4585;"ESPAÑA";"Manresa";"Instituto de Educación Secundaria (IES)";"Pius Font i Quer";"08033924";"Centro público";0
